left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
tqz,0.42492008,0.38926184,0.6112189,0.5991581,0.44264242,0.43910116,0.4763838,0.5254072,0.44296095,0.30278283,0.52596104,0.47997648,0.4238325,0.5173981,0.35002136,0.3885535,0.5979693,0.56823313,0.6773682,0.5301722
tre,0.5356433,0.49176002,0.2916435,0.2908892,0.4595359,0.19336021,0.30299872,0.69978416,0.512952,0.5839467,0.32892045,0.45213422,0.5296486,0.5147444,0.51797915,0.64739037,0.42241335,0.18086295,0.5663154,0.37468258
tru,0.4401607,0.21390271,0.35265216,0.35840774,0.4540259,0.34174138,0.4112093,0.3519346,0.63793623,0.40961656,0.26403502,0.2658533,0.3541847,0.3292932,0.1751326,0.44905478,0.44470334,0.21974623,0.81454736,0.3689004
trx,0.45928633,0.3601853,0.54533046,0.49201435,0.5843475,0.40164512,0.5157836,0.49972448,0.2899971,0.3803301,0.68315935,0.42654628,0.48058707,0.26113954,0.68604136,0.23464999,0.49474657,0.2715022,0.3235832,0.3037097
tsp,0.5633952,0.5059787,0.4210019,0.52564085,0.37842375,0.49851823,0.45757094,0.4213634,0.3774188,0.55688286,0.40360624,0.6309267,0.58285856,0.5034071,0.4949754,0.53582716,0.47222435,0.58826107,0.43832314,0.5227255
tsr,0.44093928,0.47315422,0.33276653,0.40008706,0.3375564,0.5169159,0.37888676,0.47739446,0.41576773,0.43196613,0.65916365,0.493293,0.4039212,0.39372993,0.44944227,0.53760135,0.56254196,0.65529853,0.45155644,0.36479884
tss,0.51777,0.59354293,0.50320774,0.4657297,0.34181508,0.44299698,0.50855047,0.6331535,0.3957727,0.39597172,0.5517517,0.40791577,0.5435626,0.6001985,0.515653,0.45387572,0.45175603,0.46369433,0.4887511,0.6641544
ttd,0.71722484,0.4752785,0.53416914,0.37467694,0.21157317,0.65210617,0.55378693,0.3544916,0.5019684,0.5884648,0.47958314,0.63069975,0.56085014,0.3559168,0.64181507,0.6823534,0.5109587,0.7187113,0.49243933,0.5243214
tti,0.44372535,0.4815204,0.42131135,0.61452746,0.50326633,0.36745447,0.32451066,0.52095306,0.5532959,0.4747571,0.65879536,0.5656327,0.50766516,0.47605056,0.45857736,0.5489577,0.47939312,0.41485536,0.33106753,0.44055027
ttl,0.4536734,0.39762202,0.4055065,0.34208474,0.49089685,0.5516581,0.61843574,0.6618482,0.37970087,0.462098,0.5281809,0.47523618,0.53225195,0.57138926,0.66852844,0.6111587,0.60398346,0.41061902,0.55595213,0.32943884
ttq,0.2783314,0.5569698,0.622097,0.705299,0.37321782,0.52905,0.5074419,0.3915195,0.51341563,0.5295292,0.55105907,0.3152899,0.29276922,0.41754866,0.26117608,0.17457166,0.3433913,0.6518836,0.38939565,0.612671
tui,0.2872804,0.62010443,0.30894968,0.35689098,0.22816798,0.31441998,0.4726293,0.32670563,0.35567155,0.6026664,0.34570158,0.40130505,0.40914655,0.43806934,0.45260692,0.39391452,0.3554597,0.31538752,0.528316,0.30502605
tvg,0.49080312,0.55983543,0.44248953,0.6779857,0.39833277,0.5191198,0.4913832,0.36209416,0.6273037,0.5481377,0.6083971,0.70395887,0.58630276,0.4177513,0.38630435,0.50513875,0.47798902,0.5398547,0.41841304,0.4476441
tvo,0.53996474,0.5345496,0.4913953,0.5150493,0.44434893,0.39379966,0.26290405,0.44376016,0.38399497,0.313176,0.48729676,0.53338957,0.64753807,0.46200684,0.26468787,0.52537334,0.3329482,0.36497933,0.23721737,0.39215982
tvx,0.4377968,0.5021261,0.54967546,0.5242341,0.17477436,0.46646136,0.55232966,0.22870824,0.3320008,0.51827854,0.50798756,0.4287081,0.41580796,0.47531283,0.35834068,0.40220386,0.491625,0.4802406,0.44097096,0.40913153
tvz,0.6954702,0.37866336,0.566327,0.7004872,0.40660292,0.37003285,0.42214233,0.5682813,0.52921116,0.5661316,0.6501652,0.48191816,0.69171524,0.6746044,0.48569974,0.35069615,0.49725407,0.46214274,0.6609655,0.5183229
twn,0.23170239,0.312284,0.2982998,0.39180315,0.27931964,0.47090244,0.3094425,0.38772577,0.32456526,0.44023895,0.23550615,0.28928164,0.38486248,0.57820165,0.4928317,0.39256868,0.31979713,0.42078364,0.43166468,0.30522013
txg,0.46111226,0.29063255,0.30292696,0.3097546,0.47371116,0.3857472,0.42255,0.6156508,0.4655372,0.31283718,0.3929725,0.43756753,0.44349515,0.46784705,0.23122779,0.28969935,0.42034382,0.22252367,0.26019904,0.27247494
txj,0.4690984,0.3951613,0.40021265,0.41778958,0.38206124,0.378766,0.29515928,0.3053746,0.43488646,0.42569953,0.43935668,0.47535458,0.40246505,0.35157892,0.27975434,0.26005733,0.41158894,0.3849023,0.4717821,0.25558683
txk,0.32471722,0.36019483,0.40217543,0.4868384,0.4517181,0.4233967,0.25922754,0.30920488,0.22887406,0.4642964,0.22635089,0.24909317,0.39248115,0.5458636,0.4837919,0.2368575,0.5117427,0.43689686,0.41884804,0.3453642
txl,0.49822602,0.45207715,0.36525965,0.09263438,0.3185878,0.24361427,0.4802958,0.39467138,0.44701004,0.09482333,0.28390175,0.20280156,0.5164887,0.4193859,0.17926049,0.45585293,0.31976742,0.26961395,0.1858468,0.4845313
txm,0.45646015,0.28895777,0.36097607,0.35892987,0.24497016,0.24650541,0.43096286,0.46296236,0.2932355,0.36585718,0.363111,0.16400015,0.3395537,0.2793525,0.46210045,0.35281348,0.50114024,0.38940626,0.48280954,0.33931643
txx,0.66992766,0.39893258,0.32862002,0.72338545,0.55509627,0.45258474,0.45531508,0.62395644,0.4145155,0.37538016,0.46304756,0.65079284,0.38650924,0.59029925,0.45276782,0.4534577,0.66346973,0.36623406,0.39084256,0.30200577
tyf,0.3050573,0.44499674,0.55160964,0.49384838,0.45246437,0.5061271,0.46241808,0.50029063,0.535934,0.30893588,0.4880758,0.39195782,0.5809915,0.50862765,0.54287803,0.49704444,0.42477787,0.45962203,0.2557232,0.5839225
tyk,0.30574724,0.17551583,0.3471719,0.49523237,0.3905181,0.43297395,0.24156132,0.48233172,0.32256857,0.25035638,0.28599486,0.36187577,0.3417064,0.20997965,0.3513417,0.3628105,0.46031106,0.2462671,0.3206332,0.33755
tzq,0.49719226,0.34940386,0.37660626,0.45065704,0.52175826,0.42578065,0.37820435,0.5432357,0.5333649,0.35969123,0.57562166,0.46570462,0.30965385,0.5403727,0.50594926,0.5792692,0.4565128,0.3420411,0.37005454,0.38955832
uaj,0.40754336,0.18903449,0.68302864,0.47855413,0.37697315,0.57443094,0.6070354,0.40924436,0.5732126,0.66721857,0.29852173,0.4291098,0.7306746,0.21216843,0.2695049,0.37925094,0.4320299,0.5388921,0.35107726,0.6622099
uak,0.56103146,0.6661062,0.73896813,0.6451719,0.6355221,0.22693211,0.48916358,0.6642978,0.27751005,0.3720634,0.54611325,0.6179935,0.42946792,0.57570076,0.1958042,0.56216085,0.3041756,0.35989523,0.55558217,0.40606508
uaz,0.4136621,0.37002575,0.45394033,0.40444303,0.340673,0.4297711,0.36211982,0.3267818,0.5101427,0.66912395,0.44246143,0.3026095,0.45531034,0.5647813,0.45765275,0.52598304,0.48909864,0.35237896,0.3343403,0.37387657
ubl,0.378201,0.5593122,0.55377126,0.5067576,0.5406934,0.45581484,0.45467046,0.32632333,0.45092207,0.4435247,0.48539823,0.33472133,0.5448672,0.3705732,0.44321588,0.41034907,0.5586328,0.40273756,0.38579234,0.43856233
ubm,0.5138638,0.5375996,0.57219756,0.4584344,0.6226846,0.5858665,0.59535563,0.31520614,0.33880708,0.3916086,0.5092166,0.7515688,0.5206328,0.72310686,0.44966,0.5619085,0.65233827,0.4865675,0.4534474,0.39527997
ubq,0.39517587,0.39415237,0.4984758,0.41633955,0.38610697,0.5696929,0.4493519,0.43407366,0.44300222,0.48727718,0.38147902,0.26211601,0.46255255,0.42022586,0.38700253,0.37022653,0.44239587,0.41300666,0.6806241,0.44037935
ubr,0.4635965,0.35874608,0.46498114,0.5251329,0.66083795,0.525221,0.4351665,0.2425724,0.54763806,0.20893821,0.45741972,0.49650353,0.4967986,0.41246653,0.56133467,0.51611423,0.5573127,0.6520947,0.38653183,0.3534817
ucc,0.507703,0.49484074,0.45734861,0.49268323,0.5113282,0.39747924,0.42455858,0.3276859,0.40094048,0.4191205,0.44289523,0.51837504,0.4080192,0.25428182,0.37097183,0.50979495,0.4408931,0.42630708,0.2857613,0.3309533
ucf,0.2750262,0.5675474,0.42560798,0.46339133,0.271042,0.45156765,0.42671978,0.2469489,0.45060164,0.3880949,0.6702802,0.51255804,0.3348381,0.20190199,0.3062963,0.513582,0.3883208,0.41880336,0.36481494,0.41891542
ucx,0.22285219,0.21307364,0.2998326,0.18654594,0.58322203,0.120157704,0.28517416,0.67728555,0.19277933,0.47369054,0.27757376,0.5270133,0.2962614,0.4460711,0.31170633,0.33175093,0.13652217,0.4088859,0.39457846,0.21030463
udg,0.6116753,0.73483974,0.27535066,0.31896853,0.4238318,0.57847655,0.5804961,0.68843246,0.3644181,0.66157866,0.39473248,0.60252655,0.26215217,0.2661465,0.67925465,0.60954523,0.36670974,0.6366496,0.4530743,0.65110457
udu,0.25739017,0.4341151,0.4690304,0.42245317,0.38751602,0.31817442,0.62623227,0.43472433,0.39861882,0.4183823,0.6528232,0.5056827,0.49027246,0.5583161,0.34421775,0.5576004,0.55271184,0.33671215,0.30347687,0.32114598
uec,0.4319315,0.53930736,0.583412,0.32692885,0.46670175,0.57155734,0.5543337,0.47275195,0.65389603,0.6068112,0.55944407,0.47165143,0.5607609,0.3630142,0.47707242,0.41659817,0.7150004,0.5151392,0.46338427,0.30438304
ued,0.35533988,0.483191,0.32391053,0.38247252,0.5552546,0.57424146,0.44941556,0.47824454,0.33650622,0.59684575,0.32084686,0.56497586,0.6157516,0.446361,0.59979767,0.40960905,0.41369882,0.32169908,0.40264612,0.5268409
uei,0.29696107,0.30713034,0.6538748,0.3535092,0.17625748,0.43391412,0.21978587,0.5769187,0.44593686,0.31155175,0.22643888,0.17965384,0.5489218,0.1909421,0.3750143,0.58092654,0.40463135,0.23006123,0.4064045,0.3461257
ueu,0.45860922,0.41225293,0.45383292,0.20561601,0.34178203,0.39065158,0.34629953,0.34353262,0.4171325,0.4746071,0.51007974,0.20217398,0.27026555,0.54901433,0.30238065,0.37197554,0.3628754,0.25461644,0.2875116,0.51626843
uff,0.48118085,0.3701352,0.38667592,0.49568325,0.64048547,0.25490764,0.502761,0.1972599,0.5827271,0.7014036,0.5190795,0.36532485,0.69626904,0.68434167,0.36323738,0.57756484,0.5995438,0.54971486,0.33940065,0.4027555
ufg,0.5281687,0.4171307,0.35244125,0.4783451,0.46863845,0.22151752,0.2911862,0.555082,0.41174766,0.65763634,0.45920786,0.520457,0.60340667,0.3530072,0.48157638,0.56882745,0.35556972,0.28873378,0.41429383,0.44841918
ufu,0.5172597,0.40076843,0.1742747,0.24277593,0.41001126,0.34574202,0.34821358,0.37103033,0.44584954,0.3207595,0.4191597,0.115197465,0.44825274,0.23632483,0.65451235,0.34775263,0.40330192,0.31404155,0.23398064,0.31572253
ufx,0.45503974,0.41059306,0.23175734,0.3282336,0.38851047,0.3995722,0.3350379,0.28753695,0.4483521,0.40605217,0.25448373,0.2142415,0.29335147,0.4410691,0.3343257,0.3693597,0.33616537,0.27299345,0.49217683,0.4425522
ugg,0.40584177,0.50441825,0.6754874,0.34563628,0.79728353,0.21283889,0.29037845,0.21246523,0.696638,0.56118953,0.36540094,0.7073537,0.23072594,0.29141814,0.4442518,0.16097854,0.36475456,0.6478606,0.22983609,0.619879
ugm,0.44839004,0.26964486,0.43449366,0.44933033,0.5016503,0.23835474,0.25445923,0.42859992,0.47145212,0.40500498,0.35022533,0.6549298,0.3478679,0.31724185,0.35703745,0.4696691,0.22080645,0.5613497,0.59952104,0.5522748
ugt,0.44033223,0.3328142,0.26341352,0.27317175,0.48238832,0.37315017,0.3301713,0.3716693,0.40368772,0.26162407,0.328655,0.41407508,0.41938776,0.27007794,0.37629366,0.523035,0.47598973,0.56087184,0.29800612,0.5350485
ugw,0.43951288,0.7238775,0.44823438,0.49073833,0.42549098,0.59343624,0.52217865,0.57125413,0.6586412,0.6177802,0.4564408,0.55371916,0.70814276,0.60744333,0.4961396,0.33015186,0.3047436,0.7130275,0.20948926,0.41262406
ugz,0.26838923,0.29371092,0.11018308,0.20629787,0.30153063,0.3378802,0.2074816,0.14268585,0.3783913,0.4141742,0.2727713,0.41671628,0.14428705,0.4974094,0.44518775,0.14993286,0.4218626,0.29125598,0.23662071,0.31617874
uho,0.3897234,0.46762398,0.5052676,0.55267745,0.5984403,0.6317601,0.6118559,0.5495939,0.48893714,0.53416085,0.6088324,0.4985435,0.30635846,0.6555155,0.4917633,0.60201156,0.46379402,0.46927482,0.5262363,0.5400276
uhp,0.57967997,0.48755407,0.31542078,0.6392733,0.54506135,0.51534307,0.5730764,0.41656587,0.39542216,0.5170092,0.4267027,0.44990915,0.43603027,0.62783134,0.49257284,0.39618987,0.4325114,0.48392522,0.53547347,0.5062423
uhs,0.5633451,0.5800766,0.44248265,0.3066494,0.54996514,0.42551136,0.29878965,0.45420104,0.3544767,0.55905485,0.43751046,0.409756,0.4345368,0.3376975,0.4435262,0.42218316,0.4626637,0.3316643,0.48408657,0.41116124
uic,0.25978976,0.3207523,0.44312903,0.36790466,0.34082556,0.32502425,0.37455234,0.29494086,0.43190497,0.19052851,0.4931731,0.178593,0.23545349,0.31117606,0.2563259,0.21471024,0.28645334,0.1928002,0.3589324,0.26662567
uif,0.24694186,0.508337,0.261841,0.34361756,0.30838627,0.20960581,0.31577343,0.356629,0.27341717,0.27942294,0.4736998,0.43292785,0.5629339,0.35170683,0.3128659,0.2821207,0.45723796,0.6540233,0.414904,0.41797867
uir,0.6090839,0.46397883,0.43115798,0.2758565,0.39754835,0.3679518,0.5393585,0.31513688,0.2980709,0.350928,0.42713475,0.4146208,0.4625663,0.24627903,0.34492272,0.5588917,0.4083661,0.5382109,0.44913292,0.55893666
ujo,0.44184572,0.41960776,0.5406431,0.476696,0.30815253,0.37473363,0.30032188,0.4213472,0.35173547,0.48531377,0.7127309,0.40674174,0.4168138,0.37606665,0.3751617,0.8477367,0.5246904,0.5371233,0.4000831,0.29743898
ujw,0.5101708,0.25639015,0.58711165,0.64392567,0.38414955,0.45481452,0.56167614,0.72644806,0.41531405,0.35361928,0.5541574,0.5512223,0.30188483,0.65514964,0.403335,0.35454637,0.74228144,0.58771217,0.46941173,0.55321836
ukb,0.47205943,0.7159374,0.4012249,0.32564604,0.29282802,0.3770921,0.25241327,0.27943844,0.50448835,0.17362252,0.21429479,0.33746064,0.3450154,0.43177426,0.40892395,0.3126653,0.3783784,0.19552292,0.36438885,0.3080529
ukc,0.39618227,0.4179101,0.22784445,0.5206524,0.37028944,0.351094,0.47688922,0.43480837,0.46202904,0.46139413,0.42635894,0.44202632,0.40505904,0.3292359,0.32757732,0.5088757,0.3846006,0.2881102,0.3744952,0.45004615
uki,0.35821217,0.51500714,0.54730654,0.35011992,0.29134712,0.45927304,0.3904302,0.42830732,0.3691473,0.54644674,0.44300282,0.3671055,0.36768755,0.5415555,0.47953713,0.27269715,0.30837098,0.12242418,0.4356588,0.21627545
ukk,0.47707468,0.37369812,0.4925154,0.45527756,0.515748,0.54486585,0.5768946,0.29690087,0.4943173,0.3781621,0.3648423,0.67826736,0.37829205,0.43801472,0.34389225,0.51007056,0.4706855,0.39512256,0.515427,0.47313663
ukp,0.48378664,0.34569588,0.60868067,0.41153657,0.41281402,0.34067848,0.47520122,0.3917137,0.53478,0.44249332,0.5598764,0.24383499,0.43177354,0.5098788,0.23775433,0.4721276,0.52058977,0.36302263,0.2016357,0.47407007
ukr,0.26696342,0.35839134,0.37933874,0.54229784,0.5377269,0.41506672,0.37059423,0.4993503,0.29551756,0.24565881,0.4575304,0.55705535,0.44307113,0.4353889,0.4919685,0.5294335,0.65409577,0.48294508,0.4332397,0.47644377
ukt,0.39908418,0.4350548,0.529078,0.42163014,0.6815182,0.3770218,0.6093073,0.68313956,0.5381787,0.51776767,0.18704982,0.44719082,0.39908382,0.3409354,0.5417701,0.48921847,0.70595175,0.739872,0.70030046,0.4361387
ule,0.1969698,0.41581804,0.4055714,0.43117046,0.43866324,0.59029406,0.22601968,0.2556386,0.4702873,0.48455596,0.39738557,0.5871879,0.16844785,0.3365354,0.37381572,0.23233579,0.29348415,0.5366726,0.5722736,0.45776016
ull,0.357254,0.6519991,0.62879723,0.48800895,0.58871853,0.4423555,0.3104629,0.39138734,0.34064013,0.49917334,0.41412362,0.52230895,0.31301385,0.2083455,0.39202622,0.22696668,0.45062876,0.6514172,0.37200215,0.406452
ult,0.29588318,0.34296158,0.2719037,0.21568431,0.41441536,0.4646372,0.26119155,0.49826497,0.49500394,0.3922462,0.30241895,0.5885278,0.6054353,0.44888526,0.50460804,0.39119726,0.45044333,0.22742842,0.4802189,0.60191387
ulv,0.403628,0.36103088,0.28052473,0.3655512,0.33793372,0.23130377,0.4662397,0.45187944,0.39057225,0.5068542,0.46174896,0.61217666,0.38493544,0.45090884,0.23567882,0.5332233,0.5167169,0.44515687,0.40475243,0.43435645
umc,0.27554512,0.3934396,0.61851585,0.6736462,0.5909805,0.6581719,0.5105416,0.59620374,0.4584858,0.3940873,0.4955371,0.62145567,0.42413795,0.46543658,0.445436,0.4651419,0.35200942,0.45350695,0.64787656,0.32366705
umg,0.34114975,0.5735848,0.47109705,0.49771783,0.47046348,0.5090668,0.45391074,0.27645922,0.56719124,0.6293828,0.49602354,0.28469294,0.5218042,0.50108165,0.3992687,0.7020089,0.52410173,0.5945153,0.6475339,0.5269071
umq,0.56978726,0.45247003,0.44444248,0.54382807,0.46667048,0.3423574,0.49152046,0.32274044,0.37093294,0.34182847,0.44442672,0.33082697,0.32074296,0.3771845,0.44997588,0.30230403,0.314179,0.3307371,0.44750923,0.5127337
umw,0.10298453,0.67195404,0.6165294,0.5040924,0.48041666,0.34856695,0.568028,0.48955005,0.39118767,0.38879302,0.24503224,0.5163728,0.5948343,0.47195938,0.30437028,0.3859941,0.38230032,0.51211035,0.42674303,0.4115669
une,0.3549854,0.56369394,0.30606174,0.6670958,0.6594391,0.58062744,0.6191211,0.4833281,0.33299464,0.35539618,0.59233356,0.4514191,0.5014559,0.562829,0.4296298,0.5042077,0.4386053,0.49601358,0.4564813,0.6426589
unk,0.47224647,0.35002035,0.4750465,0.6307189,0.44876605,0.37127775,0.4519628,0.27275577,0.3984124,0.6549446,0.5546329,0.4699921,0.5328368,0.5824517,0.4075095,0.56023574,0.60648054,0.58817744,0.49127245,0.3925864
uno,0.62926745,0.52811,0.702793,0.39916432,0.2717039,0.39667258,0.45844465,0.57809824,0.44697142,0.1055701,0.51747084,0.6781911,0.34244365,0.7349322,0.5800098,0.6339379,0.727968,0.41487277,0.39375573,0.71370554
uod,0.31727287,0.3566953,0.4947107,0.30349308,0.42399758,0.38616732,0.48229036,0.54872656,0.33305335,0.22151738,0.24388005,0.39774692,0.51242733,0.29553497,0.24533933,0.27378288,0.14800172,0.3042627,0.40263537,0.36063272
uos,0.35570127,0.543051,0.43257397,0.5016164,0.44678468,0.44789252,0.5549406,0.5905487,0.5780207,0.5438879,0.35242885,0.37680173,0.4101048,0.4412776,0.25187537,0.5657094,0.24154931,0.70907545,0.33998102,0.4854512
upc,0.4727442,0.4899596,0.28862107,0.30776596,0.23758931,0.32053828,0.47115514,0.37026483,0.38366014,0.21988176,0.47356677,0.27003404,0.25809005,0.38633084,0.5625124,0.3727784,0.22159077,0.35211712,0.2948355,0.48959395
upd,0.3245241,0.4390502,0.34608495,0.48897225,0.3324458,0.33628526,0.4964238,0.47644913,0.44142774,0.4518733,0.23970532,0.49195343,0.25071663,0.42127702,0.24063733,0.5632108,0.31136656,0.27707103,0.37171185,0.4711666
ups,0.5384845,0.30147952,0.2698145,0.2239536,0.45214263,0.5552174,0.34678248,0.47149998,0.3723101,0.34963515,0.6016016,0.4221914,0.5034437,0.4545963,0.79498255,0.35853806,0.478477,0.57034826,0.5184571,0.21311355
upy,0.3386502,0.36985058,0.7739266,0.21184918,0.586957,0.4201089,0.20775591,0.5005716,0.3541131,0.22009529,0.3006479,0.3368256,0.33187202,0.525836,0.4941816,0.51799,0.5136546,0.37344205,0.3989458,0.29284436
uqg,0.4545598,0.23647174,0.38482684,0.3565218,0.5225252,0.34349698,0.6816804,0.60111725,0.40446973,0.2969994,0.31156504,0.5315833,0.4049857,0.6055299,0.40589958,0.32695276,0.3125627,0.49673533,0.44762158,0.47601682
uql,0.4689707,0.41761622,0.45628977,0.42017758,0.3783651,0.374279,0.5200387,0.3600821,0.3874592,0.4928015,0.342163,0.25430694,0.41789916,0.30894402,0.5496556,0.6606874,0.3398863,0.559768,0.5261373,0.20802628
uqm,0.22393064,0.40748113,0.35289562,0.3190016,0.43804336,0.25631088,0.3608048,0.19995497,0.51164484,0.3966404,0.29910833,0.26704448,0.3625121,0.21028799,0.42674553,0.2357192,0.32363218,0.32896698,0.3938732,0.16570544
uqr,0.6280483,0.4925112,0.46084803,0.30959654,0.5306674,0.3308462,0.4279577,0.59343284,0.49691445,0.3900521,0.6324287,0.46291876,0.4599831,0.6344681,0.5971353,0.47944555,0.2893262,0.59421384,0.55922806,0.77399755
uqt,0.30809826,0.44833666,0.36582297,0.32264513,0.4653807,0.37531704,0.10765089,0.47830796,0.5068947,0.17201199,0.25328112,0.37091175,0.5075903,0.36700597,0.23821655,0.20497519,0.22725013,0.29892278,0.52817357,0.5920247
uqx,0.41401777,0.45033553,0.41572255,0.51784253,0.5566061,0.5589988,0.45843548,0.4155698,0.5533774,0.5384135,0.7345724,0.5110904,0.5455488,0.4785746,0.61812526,0.6106609,0.47428268,0.49996397,0.5789758,0.76461273
uqz,0.27516434,0.32887223,0.60732794,0.39798966,0.4215315,0.5125612,0.34360427,0.19976851,0.08997747,0.43520617,0.18348457,0.2089598,0.16285567,0.24517836,0.2095407,0.194798,0.31466657,0.20277093,0.15522729,0.23296471
urm,0.661172,0.66903013,0.5558021,0.5629945,0.2795862,0.4905334,0.38314328,0.2996865,0.517876,0.26206553,0.2875245,0.48603207,0.43974513,0.66341877,0.5364891,0.4725629,0.33620322,0.37319025,0.61338615,0.32190514
urp,0.42600614,0.46970642,0.27957323,0.27441865,0.31525072,0.5494078,0.3181363,0.21358515,0.3683169,0.45697197,0.3127115,0.24321087,0.24941404,0.3379548,0.35530993,0.33678275,0.34786773,0.2733553,0.3857797,0.30623713
usc,0.51693946,0.40455568,0.1292364,0.31648478,0.41561586,0.33429515,0.55495226,0.52701116,0.5943445,0.63119817,0.39418048,0.42507,0.68393457,0.5066372,0.3056894,0.14823467,0.3604232,0.510595,0.20710158,0.38350615
usd,0.19573572,0.34924138,0.52771527,0.32426518,0.45328438,0.51101214,0.48828113,0.3905096,0.42058495,0.34850365,0.45406875,0.48440325,0.32918608,0.29030225,0.33845368,0.2637884,0.35022324,0.46051025,0.44049573,0.34719077
usp,0.50042766,0.3069171,0.42698905,0.31819862,0.3578816,0.43453026,0.5522045,0.2776174,0.40026468,0.47659218,0.33431256,0.35745186,0.5849129,0.5415766,0.7597736,0.6459379,0.6243739,0.3563679,0.30778426,0.5555479
utm,0.29979202,0.6089148,0.4813434,0.69356155,0.32319927,0.4784903,0.51537234,0.71707994,0.5733233,0.6159942,0.33225605,0.23405567,0.4559031,0.4162917,0.50194174,0.50415206,0.4922909,0.55163157,0.36328247,0.311884
utn,0.273677,0.34795713,0.30932307,0.4165731,0.38276345,0.4115603,0.59591115,0.43165267,0.37275156,0.57640314,0.2724752,0.526837,0.32177752,0.39799404,0.51697665,0.48649606,0.3609079,0.30795258,0.22499117,0.49407148
utr,0.3608857,0.24853611,0.5245179,0.56096655,0.4349807,0.4614445,0.46675864,0.52361494,0.41390228,0.41867012,0.57518613,0.46152595,0.37587577,0.35877013,0.46988946,0.4562891,0.27641764,0.46329796,0.5047808,0.47828358
utz,0.41776907,0.48682302,0.34866002,0.36564875,0.3550815,0.25144535,0.5164479,0.46463192,0.39270073,0.2475886,0.45859444,0.29795128,0.3448308,0.54756296,0.5078745,0.3677638,0.3657703,0.495207,0.2758376,0.3150339
uuc,0.66263235,0.45912918,0.44030142,0.54487795,0.4969606,0.54319894,0.22388446,0.42777094,0.5953053,0.39977515,0.46515727,0.4918785,0.41010633,0.516183,0.5694573,0.49989855,0.33695424,0.60637474,0.39414543,0.46235573
uug,0.4839995,0.29070744,0.64829123,0.4012496,0.28792107,0.28469586,0.60764277,0.21140742,0.5355578,0.4544758,0.37936023,0.18622477,0.2932036,0.5897002,0.4807831,0.4067262,0.6658063,0.47142318,0.62696254,0.6445973
uuq,0.42785498,0.4027683,0.29214582,0.55440116,0.42090493,0.26902682,0.4355693,0.35533777,0.31915691,0.30101216,0.27014863,0.6021681,0.35710028,0.25989947,0.4679371,0.5467586,0.51457477,0.43782985,0.42526194,0.5287903
uvb,0.5431527,0.38607764,0.3763688,0.4521868,0.38914412,0.48137286,0.47423583,0.48037365,0.4552551,0.73532,0.5360812,0.35018378,0.29525903,0.33939087,0.36929357,0.25070608,0.4367653,0.46041548,0.40995982,0.45751506
uvf,0.39069685,0.23253985,0.40654835,0.20918784,0.30628332,0.2603834,0.4496248,0.3109249,0.37965107,0.35111746,0.3431626,0.46054682,0.27091628,0.3875913,0.4579754,0.45824543,0.2280228,0.16197333,0.4128301,0.24882871
uvp,0.48520973,0.51598597,0.21286452,0.68379056,0.5225153,0.43810713,0.50561297,0.5221049,0.2176869,0.34870774,0.65130067,0.59127563,0.50032026,0.65781087,0.2542748,0.46892595,0.42544168,0.490439,0.48625576,0.35671115
uvt,0.3236068,0.41876274,0.28920588,0.4392407,0.254323,0.44323105,0.2739227,0.43493503,0.6482396,0.3830127,0.4412223,0.4239287,0.40865868,0.36298466,0.33993435,0.3493343,0.4310255,0.34552783,0.39681444,0.39096656
uxp,0.5243369,0.46328533,0.5823829,0.36609334,0.21069975,0.45037067,0.38888204,0.4757516,0.5157305,0.29677618,0.6980058,0.35994294,0.50887394,0.26512402,0.40325552,0.3792501,0.3472901,0.3075304,0.34685344,0.48688102
uxt,0.45243508,0.30729607,0.65772647,0.48828164,0.25527748,0.60120493,0.4498186,0.5992787,0.2271928,0.41273424,0.38436854,0.41909188,0.34527588,0.69361866,0.55892813,0.37965357,0.4109888,0.6399691,0.5021424,0.4483115
uyy,0.27798605,0.6673956,0.4758445,0.47118056,0.6215457,0.33219928,0.35254246,0.56360614,0.5454916,0.17240527,0.20268276,0.4196838,0.87921906,0.41206908,0.54561806,0.5278336,0.62126714,0.4480005,0.45125774,0.51660526
uzc,0.44511968,0.5394801,0.36239082,0.61215174,0.3298002,0.48558986,0.37472528,0.61921096,0.56958085,0.5309316,0.57128835,0.50792223,0.60315955,0.29006112,0.45367497,0.3920611,0.58983314,0.6231359,0.5276918,0.37141788
vbp,0.62381506,0.37449962,0.22786924,0.5682076,0.44324225,0.1311734,0.56332326,0.4131503,0.25668314,0.4758806,0.5047525,0.30517203,0.6024177,0.3447279,0.34736022,0.5411205,0.52129567,0.5939671,0.2358605,0.5291948
vbt,0.4550064,0.6579725,0.277121,0.33164924,0.43553048,0.33730188,0.54567295,0.61162066,0.33788925,0.609852,0.48497474,0.552453,0.6587688,0.48484161,0.4811086,0.41732514,0.4670053,0.64916146,0.55673844,0.37397164
vbu,0.4531275,0.35488456,0.48764035,0.22023636,0.21470448,0.43944925,0.38095695,0.6873698,0.6635674,0.43503445,0.41948405,0.30725542,0.50612885,0.36737424,0.43756866,0.35411644,0.45481873,0.2525323,0.27057278,0.36941856
